,bm_name,compiler,git_hash,hostname,nt_stores_instruction_set,tag,access_size,m0_explicit_hugepages_size,m0_node_count_first_partition,m0_numa_nodes,m0_percentage_pages_first_partition,m0_region_size,m0_transparent_huge_pages,m1_explicit_hugepages_size,m1_node_count_first_partition,m1_numa_nodes,m1_percentage_pages_first_partition,m1_region_size,m1_transparent_huge_pages,min_io_chunk_size,numa_task_nodes,number_partitions,number_threads,operation,run_time,thread_cores,thread_pin_mode,accessed_bytes,bandwidth,execution_time,thread_bandwidth_avg,thread_bandwidth_std_dev,thread_op_latency_avg,thread_op_latency_std_dev,flush_instruction,number_operations,random_distribution,bandwidth_gb
2,sequential_writes,gcc 12.3,af31544015912fb3c6bf350088c63bd4c9f39ac3-dirty,gp03,none,,128,0,18446744073709551615,0,18446744073709551615,7516192768,False,0,18446744073709551615,,18446744073709551615,0,False,67108864,,1,1,write,10,"[0, 8, 16, 24, 32, 40, 48, 56]",single-fixed,177435836416,16.522778864316884,10.001344287,16.522778864316884,0.0,7.0,0.0,none,,,17.74119871532026
2,sequential_writes,gcc 12.3,af31544015912fb3c6bf350088c63bd4c9f39ac3-dirty,gp03,none,,256,0,18446744073709551615,0,18446744073709551615,7516192768,False,0,18446744073709551615,,18446744073709551615,0,False,67108864,,1,1,write,10,"[0, 8, 16, 24, 32, 40, 48, 56]",single-fixed,178778013696,16.646959248112083,10.001826611,16.646959248112083,0.0,14.0,0.0,none,,,17.874536387121537
2,sequential_writes,gcc 12.3,af31544015912fb3c6bf350088c63bd4c9f39ac3-dirty,gp03,none,,512,0,18446744073709551615,0,18446744073709551615,7516192768,False,0,18446744073709551615,,18446744073709551615,0,False,67108864,,1,1,write,10,"[0, 8, 16, 24, 32, 40, 48, 56]",single-fixed,179784646656,16.738149594243964,10.003345893,16.738149594243964,0.0,28.0,0.0,none,,,17.972451275708377
2,sequential_writes,gcc 12.3,af31544015912fb3c6bf350088c63bd4c9f39ac3-dirty,gp03,none,,1024,0,18446744073709551615,0,18446744073709551615,7516192768,False,0,18446744073709551615,,18446744073709551615,0,False,67108864,,1,1,write,10,"[0, 8, 16, 24, 32, 40, 48, 56]",single-fixed,180120190976,16.769981143769222,10.002992762,16.769981143769222,0.0,56.0,0.0,none,,,18.00663014175637
2,sequential_writes,gcc 12.3,af31544015912fb3c6bf350088c63bd4c9f39ac3-dirty,gp03,none,,2048,0,18446744073709551615,0,18446744073709551615,7516192768,False,0,18446744073709551615,,18446744073709551615,0,False,67108864,,1,1,write,10,"[0, 8, 16, 24, 32, 40, 48, 56]",single-fixed,180187299840,16.779142741021438,10.00125588,16.779142741021438,0.0,113.0,0.0,none,,,18.01646733190072
2,sequential_writes,gcc 12.3,af31544015912fb3c6bf350088c63bd4c9f39ac3-dirty,gp03,none,,4096,0,18446744073709551615,0,18446744073709551615,7516192768,False,0,18446744073709551615,,18446744073709551615,0,False,67108864,,1,1,write,10,"[0, 8, 16, 24, 32, 40, 48, 56]",single-fixed,180254408704,16.783334765684522,10.002481768,16.783334765684522,0.0,227.0,0.0,none,,,18.020968484108714
2,sequential_writes,gcc 12.3,af31544015912fb3c6bf350088c63bd4c9f39ac3-dirty,gp03,none,,8192,0,18446744073709551615,0,18446744073709551615,7516192768,False,0,18446744073709551615,,18446744073709551615,0,False,67108864,,1,1,write,10,"[0, 8, 16, 24, 32, 40, 48, 56]",single-fixed,180321517568,16.78927532905501,10.002665196,16.78927532905501,0.0,454.0,0.0,none,,,18.027347115457726
2,sequential_writes,gcc 12.3,af31544015912fb3c6bf350088c63bd4c9f39ac3-dirty,gp03,none,,16384,0,18446744073709551615,0,18446744073709551615,7516192768,False,0,18446744073709551615,,18446744073709551615,0,False,67108864,,1,1,write,10,"[0, 8, 16, 24, 32, 40, 48, 56]",single-fixed,180254408704,16.786490739102696,10.000601234,16.786490739102696,0.0,908.0,0.0,none,,,18.02435718476324
2,sequential_writes,gcc 12.3,af31544015912fb3c6bf350088c63bd4c9f39ac3-dirty,gp03,none,,32768,0,18446744073709551615,0,18446744073709551615,7516192768,False,0,18446744073709551615,,18446744073709551615,0,False,67108864,,1,1,write,10,"[0, 8, 16, 24, 32, 40, 48, 56]",single-fixed,180187299840,16.775821084271904,10.003236155,16.775821084271904,0.0,1819.0,0.0,none,,,18.01290073012377
2,sequential_writes,gcc 12.3,af31544015912fb3c6bf350088c63bd4c9f39ac3-dirty,gp03,none,,65536,0,18446744073709551615,0,18446744073709551615,7516192768,False,0,18446744073709551615,,18446744073709551615,0,False,67108864,,1,1,write,10,"[0, 8, 16, 24, 32, 40, 48, 56]",single-fixed,178778013696,16.648684665673382,10.000790053,16.648684665673382,0.0,3666.0,0.0,none,,,17.87638904012097
2,sequential_writes,gcc 12.3,af31544015912fb3c6bf350088c63bd4c9f39ac3-dirty,gp03,none,,128,0,18446744073709551615,0,18446744073709551615,7516192768,False,0,18446744073709551615,,18446744073709551615,0,False,67108864,,1,2,write,10,"[0, 8, 16, 24, 32, 40, 48, 56]",single-fixed,354267693056,32.99074480707403,10.00091092,16.495372403537015,0.004459683199149,7.0,0.0,none,,,35.4235425042662
2,sequential_writes,gcc 12.3,af31544015912fb3c6bf350088c63bd4c9f39ac3-dirty,gp03,none,,256,0,18446744073709551615,0,18446744073709551615,7516192768,False,0,18446744073709551615,,18446744073709551615,0,False,67108864,,1,2,write,10,"[0, 8, 16, 24, 32, 40, 48, 56]",single-fixed,357488918528,33.28787628099689,10.001764522,16.643938140498445,0.006036234449724001,14.0,0.0,none,,,35.74258499504394
