hostname,device_type,device_codename,benchmark,memory_operation,cpu_node,memory_type,memory_node,page_type,warm_up,range_bytes,item_bytes,tile_size,threads,grid_size,block_size,warp_aligned,throttle_reasons,clock_rate_mhz,memory_accesses,cycles,ns
gp03,CPU,"POWER9, altivec supported",Sequential,Write,0,Numa,255,Default,true,1073741824,4,,64,,,,,0,268435392,48828883,96379401
gp03,CPU,"POWER9, altivec supported",Sequential,Write,0,Numa,255,Default,false,1073741824,4,,64,,,,,0,268435392,48189845,100227295
gp03,CPU,"POWER9, altivec supported",Sequential,Write,0,Numa,255,Default,false,1073741824,4,,64,,,,,0,268435392,49874114,98860492
gp03,CPU,"POWER9, altivec supported",Sequential,Write,0,Numa,255,Default,false,1073741824,4,,64,,,,,0,268435392,49751809,99577609
gp03,CPU,"POWER9, altivec supported",Sequential,Write,0,Numa,255,Default,false,1073741824,4,,64,,,,,0,268435392,49108904,100399035
gp03,CPU,"POWER9, altivec supported",Sequential,Write,0,Numa,255,Default,true,1073741824,8,,64,,,,,0,134217664,46644497,92117934
gp03,CPU,"POWER9, altivec supported",Sequential,Write,0,Numa,255,Default,false,1073741824,8,,64,,,,,0,134217664,47120577,92317040
gp03,CPU,"POWER9, altivec supported",Sequential,Write,0,Numa,255,Default,false,1073741824,8,,64,,,,,0,134217664,48818822,97705038
gp03,CPU,"POWER9, altivec supported",Sequential,Write,0,Numa,255,Default,false,1073741824,8,,64,,,,,0,134217664,48351180,97452553
gp03,CPU,"POWER9, altivec supported",Sequential,Write,0,Numa,255,Default,false,1073741824,8,,64,,,,,0,134217664,49769233,97260489
gp03,CPU,"POWER9, altivec supported",Sequential,Write,0,Numa,255,Default,true,1073741824,16,,64,,,,,0,67108800,48867941,95711343
gp03,CPU,"POWER9, altivec supported",Sequential,Write,0,Numa,255,Default,false,1073741824,16,,64,,,,,0,67108800,20151687,66970268
gp03,CPU,"POWER9, altivec supported",Sequential,Write,0,Numa,255,Default,false,1073741824,16,,64,,,,,0,67108800,49422639,96641983
gp03,CPU,"POWER9, altivec supported",Sequential,Write,0,Numa,255,Default,false,1073741824,16,,64,,,,,0,67108800,50427336,98565756
gp03,CPU,"POWER9, altivec supported",Sequential,Write,0,Numa,255,Default,false,1073741824,16,,64,,,,,0,67108800,20890975,68290417
gp03,CPU,"POWER9, altivec supported",Sequential,Read,0,Numa,255,Default,true,1073741824,4,,64,,,,,0,268435392,26013437,52578988
gp03,CPU,"POWER9, altivec supported",Sequential,Read,0,Numa,255,Default,false,1073741824,4,,64,,,,,0,268435392,26487323,51976409
gp03,CPU,"POWER9, altivec supported",Sequential,Read,0,Numa,255,Default,false,1073741824,4,,64,,,,,0,268435392,26088233,51506798
gp03,CPU,"POWER9, altivec supported",Sequential,Read,0,Numa,255,Default,false,1073741824,4,,64,,,,,0,268435392,25762783,50882972
gp03,CPU,"POWER9, altivec supported",Sequential,Read,0,Numa,255,Default,false,1073741824,4,,64,,,,,0,268435392,26529488,52954610
gp03,CPU,"POWER9, altivec supported",Sequential,Read,0,Numa,255,Default,true,1073741824,8,,64,,,,,0,134217664,26099618,51343421
gp03,CPU,"POWER9, altivec supported",Sequential,Read,0,Numa,255,Default,false,1073741824,8,,64,,,,,0,134217664,26405404,52060582
gp03,CPU,"POWER9, altivec supported",Sequential,Read,0,Numa,255,Default,false,1073741824,8,,64,,,,,0,134217664,26702926,52586453
gp03,CPU,"POWER9, altivec supported",Sequential,Read,0,Numa,255,Default,false,1073741824,8,,64,,,,,0,134217664,26018634,51461286
gp03,CPU,"POWER9, altivec supported",Sequential,Read,0,Numa,255,Default,false,1073741824,8,,64,,,,,0,134217664,26198840,52492213
gp03,CPU,"POWER9, altivec supported",Sequential,Read,0,Numa,255,Default,true,1073741824,16,,64,,,,,0,67108800,26435165,51762630
gp03,CPU,"POWER9, altivec supported",Sequential,Read,0,Numa,255,Default,false,1073741824,16,,64,,,,,0,67108800,25531420,50270065
